USER,COURSE_ID,SCORE
459415,GPXX0IBEN,53.0
459415,SW0201EN,32.0
459415,SW0101EN,32.0
459415,BD0151EN,44.0
459415,TA0106EN,44.0
459415,TMP107,33.0
459415,GPXX01DCEN,44.0
459415,GPXX0ZMZEN,44.0
459415,PA0101EN,44.0
459415,GPXX0D14EN,35.0
459415,GPXX0KHHEN,44.0
459415,GPXX04P5EN,44.0
459415,GPXX0PG8EN,33.0
459415,ML0101EN,53.0
459415,GPXX0KY1EN,33.0
459415,excourse21,53.0
459415,excourse22,53.0
459415,excourse62,33.0
459415,excourse65,33.0
461049,RP0105EN,48.0
461049,CC0271EN,30.0
461049,TMP0105EN,42.0
461049,BD0212EN,42.0
461049,GPXX0IBEN,33.0
461049,SC0103EN,42.0
461049,SW0201EN,30.0
461049,SW0101EN,30.0
461049,CO0401EN,33.0
461049,GPXX0LLEEN,30.0
461049,BD0135EN,30.0
461049,GPXX04V3EN,30.0
461049,BD0137EN,30.0
461049,DJ0101EN,33.0
461049,GPXX0TY1EN,45.0
461049,GPXX0T3CEN,30.0
461049,BD0123EN,30.0
461049,GPXX0G31EN,30.0
461049,excourse02,33.0
461049,excourse04,30.0
461049,excourse06,30.0
461049,excourse31,39.0
461049,excourse43,33.0
461049,excourse44,33.0
461049,excourse72,42.0
461049,excourse73,42.0
462554,RP0105EN,51.0
462554,BD0145EN,42.0
462554,TMP0105EN,51.0
462554,BD0212EN,51.0
462554,BD0143EN,42.0
462554,BD0223EN,30.0
462554,BD0121EN,42.0
462554,DJ0101EN,30.0
462554,DB0151EN,42.0
462554,GPXX0M6UEN,42.0
462554,GPXX097UEN,42.0
462554,GPXX0TY1EN,30.0
462554,excourse02,30.0
462554,excourse03,42.0
462554,excourse05,42.0
462554,excourse10,42.0
462554,excourse31,42.0
462554,excourse42,42.0
462554,excourse70,42.0
462554,excourse71,42.0
462554,excourse72,51.0
462554,excourse73,51.0
471338,RP0105EN,42.0
471338,BD0145EN,39.0
471338,TMP0105EN,39.0
471338,BD0212EN,39.0
471338,SC0103EN,39.0
471338,BD0131EN,39.0
471338,BD0115EN,39.0
471338,BD0211EN,39.0
471338,GPXX0M6UEN,39.0
471338,GPXX097UEN,39.0
471338,excourse03,39.0
471338,excourse05,39.0
471338,excourse10,39.0
471338,excourse31,39.0
471338,excourse42,39.0
471338,excourse70,39.0
471338,excourse71,39.0
471338,excourse72,39.0
471338,excourse73,39.0
476115,RP0105EN,45.0
476115,BD0212EN,36.0
476115,SC0103EN,36.0
476115,excourse72,36.0
476115,excourse73,36.0
477953,RP0105EN,33.0
477953,TMP0105EN,30.0
477953,BD0212EN,30.0
477953,SC0103EN,30.0
477953,excourse72,30.0
477953,excourse73,30.0
480186,RP0105EN,30.0
480186,TMP0105EN,30.0
480186,BD0212EN,30.0
480186,SC0103EN,30.0
480186,excourse72,30.0
480186,excourse73,30.0
481019,RP0105EN,30.0
481658,RP0105EN,30.0
481658,BD0145EN,30.0
481658,TMP0105EN,30.0
481658,BD0212EN,30.0
481658,SC0103EN,30.0
481658,BD0143EN,30.0
481658,BD0131EN,30.0
481658,BD0115EN,30.0
481658,BD0211EN,30.0
481658,GPXX0M6UEN,30.0
481658,GPXX097UEN,30.0
481658,excourse03,30.0
481658,excourse05,30.0
481658,excourse10,30.0
481658,excourse31,30.0
481658,excourse42,30.0
481658,excourse70,30.0
481658,excourse71,30.0
481658,excourse72,30.0
481658,excourse73,30.0
482875,ML0122EN,30.0
482875,RP0105EN,48.0
482875,BD0145EN,39.0
482875,TMP0105EN,48.0
482875,BD0212EN,48.0
482875,SC0103EN,48.0
482875,GPXX0BUBEN,30.0
482875,BD0143EN,39.0
482875,TA0106EN,36.0
482875,BD0211EN,48.0
482875,DJ0101EN,30.0
482875,DB0151EN,39.0
482875,ML0101EN,30.0
482875,GPXX0M6UEN,39.0
482875,GPXX097UEN,39.0
482875,BD0221EN,30.0
482875,GPXX0TY1EN,30.0
482875,excourse02,30.0
482875,excourse03,39.0
482875,excourse05,39.0
482875,excourse10,39.0
482875,excourse12,33.0
482875,excourse21,30.0
482875,excourse22,30.0
482875,excourse31,39.0
482875,excourse42,39.0
482875,excourse69,30.0
482875,excourse70,39.0
482875,excourse71,39.0
482875,excourse72,48.0
482875,excourse73,48.0
484628,RP0105EN,48.0
484628,BD0145EN,42.0
484628,TMP0105EN,45.0
484628,BD0212EN,45.0
484628,SC0103EN,45.0
484628,BD0143EN,42.0
484628,BD0101EN,42.0
484628,GPXX0M6UEN,42.0
484628,GPXX097UEN,42.0
484628,excourse03,42.0
484628,excourse05,42.0
484628,excourse10,42.0
484628,excourse31,42.0
484628,excourse42,42.0
484628,excourse70,42.0
484628,excourse71,42.0
484628,excourse72,45.0
484628,excourse73,45.0
489692,ML0201EN,36.0
489692,ML0122EN,36.0
489692,GPXX0ZG0EN,36.0
489692,GPXX0Z2PEN,36.0
489692,GPXX0SDXEN,36.0
489692,DE0205EN,36.0
489692,OS0101EN,36.0
489692,DS0201EN,39.0
489692,CC0210EN,45.0
489692,PA0103EN,30.0
489692,HCC104EN,45.0
489692,PA0107EN,30.0
489692,GPXX0IBEN,36.0
489692,SECM03EN,45.0
489692,SW0201EN,54.0
489692,SW0101EN,54.0
489692,ML0122ENv1,30.0
489692,BD0151EN,30.0
489692,TA0106EN,39.0
489692,GPXX01DCEN,30.0
489692,GPXX0ZMZEN,30.0
489692,BD0135EN,36.0
489692,BD0133EN,36.0
489692,GPXX04V3EN,51.0
489692,GPXX0D14EN,42.0
489692,GPXX0HZ2EN,36.0
489692,BD0137EN,36.0
489692,GPXX0HAAEN,36.0
489692,COM001EN,36.0
489692,GPXX0KHHEN,30.0
489692,GPXX04P5EN,30.0
489692,GPXX0UMSEN,36.0
489692,CO0193EN,36.0
489692,GPXX0RL8EN,36.0
489692,GPXX0TY1EN,33.0
489692,BD0123EN,36.0
489692,GPXX0G81EN,36.0
489692,GPXX0G31EN,36.0
489692,CC0150EN,54.0
489692,GPXX0ADEN,36.0
489692,excourse04,30.0
489692,excourse06,30.0
489692,excourse21,36.0
489692,excourse22,36.0
489692,excourse31,36.0
489692,excourse43,54.0
489692,excourse44,54.0
489692,excourse75,36.0
489692,excourse88,36.0
489692,excourse89,36.0
489692,excourse90,36.0
489692,excourse92,36.0
489692,excourse93,36.0
491004,RP0105EN,30.0
491004,TMP0105EN,30.0
491004,SC0103EN,30.0
491004,excourse72,30.0
491004,excourse73,30.0
494226,BD0145EN,33.0
494226,TMP0105EN,45.0
494226,BD0212EN,45.0
494226,BD0143EN,33.0
494226,BD0141EN,33.0
494226,BD0121EN,33.0
494226,BD0131EN,33.0
494226,BD0115EN,33.0
494226,DB0151EN,33.0
494226,GPXX0M6UEN,33.0
494226,GPXX097UEN,33.0
494226,GPXX0TY1EN,30.0
494226,excourse02,30.0
494226,excourse03,33.0
494226,excourse05,33.0
494226,excourse10,33.0
494226,excourse31,33.0
494226,excourse42,33.0
494226,excourse70,33.0
494226,excourse71,33.0
494226,excourse72,45.0
494226,excourse73,45.0
497128,ML0122EN,30.0
497128,GPXX0IBEN,30.0
497128,TA0106EN,33.0
497128,ML0101EN,30.0
497128,excourse21,30.0
497128,excourse22,30.0
503291,RP0105EN,30.0
503291,TMP0105EN,30.0
503291,BD0212EN,30.0
503291,SC0103EN,30.0
503291,excourse72,30.0
503291,excourse73,30.0
514320,GPXX06RFEN,33.0
514320,CC0271EN,36.0
514320,BD0145EN,63.0
514320,DE0205EN,33.0
514320,TMP0105EN,81.0
514320,DB0113EN,33.0
514320,RP0103,36.0
514320,RP0103EN,36.0
514320,BD0212EN,81.0
514320,GPXX0IBEN,30.0
514320,SC0103EN,81.0
514320,GPXX0BUBEN,30.0
514320,TA0106EN,42.0
514320,GPXX01RYEN,33.0
514320,GPXX0XFQEN,33.0
514320,GPXX07REN,33.0
514320,GPXX0725EN,33.0
514320,GPXX0MIIEN,33.0
514320,BD0223EN,48.0
514320,GPXX06ZLEN,33.0
514320,GPXX0LLEEN,36.0
514320,BD0135EN,33.0
514320,BD0133EN,30.0
514320,BD0137EN,33.0
514320,GPXX0NHZEN,33.0
514320,DJ0101EN,51.0
514320,DB0111EN,33.0
514320,DB0115EN,33.0
514320,GPXX0PG8EN,30.0
514320,GPXX0M6UEN,63.0
514320,GPXX097UEN,63.0
514320,DS0301EN,33.0
514320,BD0221EN,30.0
514320,GPXX0TY1EN,54.0
514320,GPXX0T3CEN,36.0
514320,BD0123EN,33.0
514320,GPXX0G31EN,33.0
514320,GPXX0KY1EN,30.0
514320,GPXX0RQLEN,33.0
514320,excourse01,33.0
514320,excourse02,51.0
514320,excourse03,63.0
514320,excourse04,45.0
514320,excourse05,63.0
514320,excourse06,45.0
514320,excourse07,33.0
514320,excourse10,63.0
514320,excourse11,33.0
514320,excourse12,42.0
514320,excourse13,33.0
514320,excourse14,33.0
514320,excourse31,66.0
514320,excourse42,63.0
514320,excourse65,30.0
514320,excourse67,30.0
514320,excourse68,30.0
514320,excourse69,30.0
514320,excourse70,63.0
514320,excourse71,63.0
514320,excourse72,81.0
514320,excourse73,81.0
514320,excourse74,30.0
514320,excourse75,30.0
514320,excourse76,30.0
515823,RP0105EN,33.0
515823,TMP0105EN,33.0
515823,BD0212EN,33.0
515823,excourse72,33.0
515823,excourse73,33.0
517197,RP0105EN,48.0
517197,TMP0105EN,42.0
517197,BD0212EN,42.0
517197,GPXX0IBEN,33.0
517197,SC0103EN,42.0
517197,TA0106EN,30.0
517197,DJ0101EN,30.0
517197,GPXX0TY1EN,33.0
517197,excourse02,30.0
517197,excourse31,30.0
517197,excourse72,42.0
517197,excourse73,42.0
518515,RP0105EN,78.0
518515,GPXX06RFEN,33.0
518515,CC0271EN,33.0
518515,DE0205EN,42.0
518515,TMP0105EN,78.0
518515,DB0113EN,33.0
518515,RP0103,33.0
518515,RP0103EN,33.0
518515,GPXX0IBEN,33.0
518515,GPXX0BUBEN,45.0
518515,BD0143EN,66.0
518515,TA0106EN,54.0
518515,GPXX01RYEN,33.0
518515,GPXX0XFQEN,33.0
518515,GPXX07REN,33.0
518515,GPXX0725EN,33.0
518515,GPXX0MIIEN,33.0
518515,BD0223EN,45.0
518515,GPXX06ZLEN,33.0
518515,GPXX0LLEEN,33.0
518515,BD0137EN,42.0
518515,GPXX0NHZEN,33.0
518515,DJ0101EN,45.0
518515,DB0111EN,33.0
518515,DB0115EN,33.0
518515,DB0151EN,66.0
518515,GPXX0M6UEN,66.0
518515,GPXX097UEN,66.0
518515,DS0301EN,33.0
518515,BD0221EN,45.0
518515,GPXX0TY1EN,45.0
518515,GPXX0T3CEN,33.0
518515,BD0123EN,42.0
518515,DB0101EN,33.0
518515,GPXX0G31EN,42.0
518515,GPXX0RQLEN,33.0
518515,excourse01,33.0
518515,excourse02,45.0
518515,excourse03,66.0
518515,excourse04,42.0
518515,excourse05,66.0
518515,excourse06,42.0
518515,excourse07,33.0
518515,excourse10,66.0
518515,excourse11,33.0
518515,excourse12,36.0
518515,excourse13,33.0
518515,excourse14,33.0
518515,excourse31,66.0
518515,excourse42,66.0
518515,excourse67,33.0
518515,excourse68,33.0
518515,excourse69,45.0
518515,excourse70,66.0
518515,excourse71,66.0
518515,excourse72,78.0
518515,excourse73,78.0
518515,excourse74,33.0
518515,excourse75,42.0
518515,excourse76,33.0
529858,TMP0105EN,33.0
529858,SC0103EN,33.0
529858,excourse72,33.0
529858,excourse73,33.0
538595,RP0105EN,36.0
538595,BD0145EN,36.0
538595,TMP0105EN,36.0
538595,BD0212EN,36.0
538595,SC0103EN,36.0
538595,BD0143EN,36.0
538595,BD0131EN,36.0
538595,BD0211EN,36.0
538595,GPXX0M6UEN,36.0
538595,GPXX097UEN,36.0
538595,excourse03,36.0
538595,excourse05,36.0
538595,excourse10,36.0
538595,excourse31,36.0
538595,excourse42,36.0
538595,excourse70,36.0
538595,excourse71,36.0
538595,excourse72,36.0
538595,excourse73,36.0
539916,RP0105EN,57.0
539916,TMP0105EN,57.0
539916,SC0103EN,57.0
539916,GPXX0BUBEN,33.0
539916,TA0106EN,42.0
539916,BD0223EN,33.0
539916,BD0121EN,48.0
539916,BD0115EN,48.0
539916,DJ0101EN,33.0
539916,DB0151EN,48.0
539916,GPXX0M6UEN,48.0
539916,GPXX097UEN,48.0
539916,BD0221EN,33.0
539916,GPXX0TY1EN,33.0
539916,excourse02,33.0
539916,excourse03,48.0
539916,excourse04,33.0
539916,excourse05,48.0
539916,excourse06,33.0
539916,excourse10,48.0
539916,excourse31,48.0
539916,excourse42,48.0
539916,excourse69,33.0
539916,excourse70,48.0
539916,excourse71,48.0
539916,excourse72,57.0
539916,excourse73,57.0
542255,RP0105EN,39.0
542255,BD0145EN,30.0
542255,TMP0105EN,36.0
542255,BD0212EN,36.0
542255,SC0103EN,36.0
542255,BD0143EN,30.0
542255,BD0141EN,30.0
542255,TA0106EN,30.0
542255,BD0131EN,30.0
542255,DB0151EN,30.0
542255,GPXX0M6UEN,30.0
542255,GPXX097UEN,30.0
542255,excourse03,30.0
542255,excourse05,30.0
542255,excourse10,30.0
542255,excourse31,33.0
542255,excourse42,30.0
542255,excourse70,30.0
542255,excourse71,30.0
542255,excourse72,36.0
542255,excourse73,36.0
542454,RP0105EN,36.0
544738,RP0105EN,45.0
544738,BD0145EN,42.0
544738,TMP0105EN,45.0
544738,BD0212EN,45.0
544738,SC0103EN,45.0
544738,GPXX0BUBEN,30.0
544738,TA0106EN,33.0
544738,BD0121EN,42.0
544738,DB0151EN,42.0
544738,GPXX0M6UEN,42.0
544738,GPXX097UEN,42.0
544738,BD0221EN,30.0
544738,excourse03,42.0
544738,excourse05,42.0
544738,excourse10,42.0
544738,excourse31,42.0
544738,excourse42,42.0
544738,excourse69,30.0
544738,excourse70,42.0
544738,excourse71,42.0
544738,excourse72,45.0
544738,excourse73,45.0
550887,ML0122EN,36.0
550887,DX0108EN,30.0
550887,GPXX0IBEN,39.0
550887,TMP107,30.0
550887,GPXX0PG8EN,33.0
550887,GPXX0KY1EN,33.0
550887,excourse21,36.0
550887,excourse22,36.0
550887,excourse62,30.0
550887,excourse65,33.0
553969,BD0145EN,42.0
553969,TMP0105EN,48.0
553969,BD0212EN,48.0
